Channel 1,Channel 2
21.9839,20.8402
21.9859,20.8406
21.9869,20.8404
21.9861,20.8398
21.9875,20.8406
21.9873,20.8398
21.9869,20.8412
21.9873,20.8408
21.9855,20.8396
21.9839,20.8408
21.9832,20.8404
21.9834,20.8412
21.9816,20.8410
21.9812,20.8418
21.9800,20.8404
21.9788,20.8406
21.9784,20.8423
21.9784,20.8408
21.9804,20.8400
21.9814,20.8410
21.9816,20.8404
21.9824,20.8402
21.9832,20.8406
21.9818,20.8400
21.9820,20.8412
21.9822,20.8418
21.9822,20.8414
21.9814,20.8402
21.9808,20.8410
21.9810,20.8412
21.9816,20.8404
21.9822,20.8410
21.9826,20.8416
21.9830,20.8408
21.9832,20.8402
21.9841,20.8410
21.9857,20.8402
21.9863,20.8412
21.9869,20.8408
21.9879,20.8410
21.9879,20.8400
21.9875,20.8412
21.9887,20.8410
21.9887,20.8408
21.9881,20.8406
21.9873,20.8412
21.9865,20.8410
21.9863,20.8402
21.9849,20.8404
21.9814,20.8402
21.9776,20.8402
21.9770,20.8408
21.9772,20.8421
21.9776,20.8406
21.9782,20.8408
21.9780,20.8400
21.9794,20.8416
21.9784,20.8410
21.9780,20.8406
21.9784,20.8406
21.9770,20.8410
21.9768,20.8414
21.9766,20.8410
21.9764,20.8408
21.9760,20.8406
21.9758,20.8396
21.9772,20.8394
21.9778,20.8406
21.9794,20.8414
21.9794,20.8418
21.9810,20.8414
21.9804,20.8404
21.9802,20.8416
21.9812,20.8404
21.9800,20.8406
21.9804,20.8406
21.9792,20.8402
21.9784,20.8400
21.9780,20.8406
21.9770,20.8406
21.9768,20.8406
21.9768,20.8414
21.9766,20.8402
21.9754,20.8408
21.9764,20.8406
21.9776,20.8406
21.9762,20.8410
21.9764,20.8421
21.9768,20.8408
21.9772,20.8410
21.9772,20.8425
21.9776,20.8416
21.9770,20.8416
21.9760,20.8412
21.9760,20.8416
21.9750,20.8408
21.9752,20.8412
21.9750,20.8408
21.9746,20.8412
21.9746,20.8410
21.9736,20.8410
21.9734,20.8404
21.9736,20.8402
21.9742,20.8414
21.9726,20.8412
21.9709,20.8425
21.9707,20.8423
21.9701,20.8410
21.9685,20.8412
21.9691,20.8408
21.9697,20.8400
21.9714,20.8406
21.9730,20.8408
21.9730,20.8402
21.9734,20.8418
21.9752,20.8404
21.9752,20.8408
21.9750,20.8412
21.9754,20.8406
21.9754,20.8408
21.9754,20.8410
21.9758,20.8416
21.9764,20.8412
21.9764,20.8412
21.9764,20.8416
21.9750,20.8416
21.9742,20.8414
21.9738,20.8412
21.9738,20.8404
21.9732,20.8410
21.9730,20.8412
21.9714,20.8404
21.9707,20.8418
21.9695,20.8408
21.9711,20.8414
21.9732,20.8423
21.9736,20.8410
21.9742,20.8421
21.9744,20.8416
21.9752,20.8418
21.9758,20.8408
21.9760,20.8402
21.9758,20.8406
21.9762,20.8408
21.9752,20.8410
21.9748,20.8412
21.9742,20.8406
21.9732,20.8408
21.9724,20.8400
21.9699,20.8412
21.9701,20.8416
21.9724,20.8423
21.9722,20.8418
21.9718,20.8416
21.9709,20.8416
21.9714,20.8418
21.9726,20.8421
21.9736,20.8412
21.9746,20.8418
21.9758,20.8410
21.9754,20.8410
21.9758,20.8416
21.9744,20.8414
21.9752,20.8425
21.9742,20.8410
21.9736,20.8406
21.9726,20.8418
21.9714,20.8421
21.9707,20.8410
21.9701,20.8412
21.9689,20.8416
21.9681,20.8410
21.9665,20.8410
21.9667,20.8423
21.9675,20.8421
21.9671,20.8423
21.9681,20.8416
21.9685,20.8416
21.9671,20.8414
21.9675,20.8412
21.9665,20.8421
21.9645,20.8416
21.9625,20.8418
21.9615,20.8429
21.9617,20.8412
21.9613,20.8425
21.9631,20.8425
21.9637,20.8427
21.9659,20.8433
21.9671,20.8437
21.9679,20.8433
21.9689,20.8423
21.9693,20.8435
21.9693,20.8431
21.9709,20.8425
21.9714,20.8431
21.9707,20.8431
21.9701,20.8429
21.9707,20.8435
21.9697,20.8433
21.9701,20.8429
21.9693,20.8429
21.9703,20.8433
21.9701,20.8429
21.9705,20.8431
21.9701,20.8439
21.9705,20.8429
21.9695,20.8433
21.9687,20.8437
21.9679,20.8433
21.9683,20.8431
21.9675,20.8439
21.9665,20.8427
21.9667,20.8433
21.9657,20.8437
21.9661,20.8429
21.9645,20.8431
21.9651,20.8431
21.9633,20.8439
21.9627,20.8431
21.9629,20.8433
21.9617,20.8439
21.9629,20.8441
21.9621,20.8433
21.9633,20.8433
21.9631,20.8433
21.9641,20.8433
21.9657,20.8447
21.9645,20.8437
21.9653,20.8427
21.9657,20.8431
21.9661,20.8437
21.9657,20.8423
21.9653,20.8433
21.9645,20.8431
21.9653,20.8431
21.9645,20.8425
21.9633,20.8425
21.9625,20.8435
21.9617,20.8429
21.9613,20.8429
21.9603,20.8421
21.9597,20.8423
21.9582,20.8418
21.9587,20.8431
21.9582,20.8423
21.9578,20.8423
21.9572,20.8421
21.9566,20.8418
21.9562,20.8429
21.9552,20.8421
21.9564,20.8421
21.9570,20.8423
21.9568,20.8429
21.9587,20.8425
21.9584,20.8423
21.9587,20.8429
21.9593,20.8427
21.9591,20.8418
21.9584,20.8429
21.9572,20.8425
21.9582,20.8429
21.9582,20.8431
21.9580,20.8435
21.9584,20.8433
21.9570,20.8423
21.9572,20.8427
21.9560,20.8425
21.9562,20.8431
21.9564,20.8418
21.9552,20.8421
21.9558,20.8427
21.9558,20.8429
21.9554,20.8431
21.9558,20.8435
21.9572,20.8429
21.9558,20.8429
21.9544,20.8427
21.9544,20.8433
21.9548,20.8437
21.9546,20.8425
21.9548,20.8429
21.9550,20.8429
21.9552,20.8429
21.9548,20.8431
21.9560,20.8425
21.9550,20.8427
21.9550,20.8427
21.9548,20.8433
21.9552,20.8429
21.9550,20.8423
21.9548,20.8427
21.9542,20.8433
21.9538,20.8431
21.9530,20.8435
21.9534,20.8431
21.9522,20.8439
21.9522,20.8437
21.9518,20.8433
21.9520,20.8433
21.9522,20.8429
21.9526,20.8427
21.9524,20.8427
21.9516,20.8439
21.9526,20.8433
21.9526,20.8433
21.9522,20.8427
21.9532,20.8429
21.9520,20.8435
21.9514,20.8431
21.9520,20.8425
21.9502,20.8423
21.9492,20.8435
21.9498,20.8429
21.9498,20.8431
21.9486,20.8429
21.9480,20.8433
21.9476,20.8441
21.9472,20.8429
21.9478,20.8433
21.9468,20.8435
21.9474,20.8437
21.9464,20.8425
21.9453,20.8429
21.9460,20.8433
21.9460,20.8443
21.9462,20.8431
21.9464,20.8437
21.9462,20.8435
21.9449,20.8441
21.9441,20.8437
21.9447,20.8429
21.9439,20.8429
21.9433,20.8431
21.9427,20.8435
21.9411,20.8433
21.9409,20.8431
21.9401,20.8443
21.9393,20.8439
21.9379,20.8431
21.9379,20.8449
21.9369,20.8437
21.9365,20.8433
21.9369,20.8439
21.9353,20.8445
21.9357,20.8451
21.9357,20.8439
21.9345,20.8449
21.9351,20.8445
21.9347,20.8439
21.9345,20.8447
21.9341,20.8435
21.9341,20.8447
21.9333,20.8447
21.9345,20.8445
21.9353,20.8439
21.9343,20.8443
21.9331,20.8447
21.9326,20.8447
21.9331,20.8445
21.9322,20.8439
21.9304,20.8435
21.9300,20.8443
21.9298,20.8441
21.9294,20.8445
21.9288,20.8433
21.9292,20.8443
21.9276,20.8459
21.9274,20.8439
21.9270,20.8435
21.9248,20.8437
21.9252,20.8439
21.9242,20.8439
21.9246,20.8441
21.9238,20.8441
21.9240,20.8441
21.9248,20.8439
21.9242,20.8447
21.9232,20.8439
21.9232,20.8437
21.9230,20.8437
21.9224,20.8441
21.9226,20.8443
21.9234,20.8451
21.9230,20.8435
21.9222,20.8441
21.9222,20.8437
21.9228,20.8433
21.9222,20.8443
21.9212,20.8441
21.9210,20.8449
21.9222,20.8439
21.9210,20.8451
21.9214,20.8447
21.9212,20.8437
21.9220,20.8447
21.9226,20.8443
21.9214,20.8447
21.9216,20.8461
21.9208,20.8453
21.9206,20.8453
21.9216,20.8451
21.9201,20.8449
21.9201,20.8443
21.9185,20.8445
21.9187,20.8449
21.9181,20.8441
21.9183,20.8439
21.9191,20.8451
21.9193,20.8449
21.9189,20.8453
21.9199,20.8447
21.9197,20.8447
21.9191,20.8451
21.9183,20.8447
21.9173,20.8449
21.9175,20.8457
21.9159,20.8447
21.9149,20.8443
21.9159,20.8449
21.9131,20.8447
21.9123,20.8451
21.9123,20.8455
21.9107,20.8457
21.9101,20.8463
21.9093,20.8459
21.9085,20.8451
21.9068,20.8447
21.9079,20.8461
21.9064,20.8459
21.9058,20.8455
21.9052,20.8451
21.9052,20.8457
21.9054,20.8461
21.9052,20.8461
21.9038,20.8445
21.9036,20.8455
21.9032,20.8453
21.9036,20.8451
21.9032,20.8457
21.9026,20.8461
21.9020,20.8465
21.9014,20.8447
21.9010,20.8463
21.9004,20.8457
21.8994,20.8463
21.8996,20.8453
21.8984,20.8459
21.8990,20.8459
21.8994,20.8467
21.8990,20.8467
21.8988,20.8459
21.8976,20.8459
21.8960,20.8457
21.8966,20.8457
21.8950,20.8461
21.8947,20.8459
21.8943,20.8461
21.8931,20.8457
21.8919,20.8453
21.8913,20.8459
21.8903,20.8447
21.8891,20.8463
21.8905,20.8455
21.8901,20.8459
21.8891,20.8461
21.8891,20.8457
21.8889,20.8471
21.8883,20.8463
21.8877,20.8473
21.8873,20.8467
21.8867,20.8467
21.8863,20.8453
21.8863,20.8465
21.8849,20.8453
21.8863,20.8453
21.8845,20.8473
21.8859,20.8457
21.8859,20.8473
21.8859,20.8459
21.8865,20.8469
21.8873,20.8469
21.8875,20.8473
21.8883,20.8465
21.8883,20.8471
21.8883,20.8471
21.8877,20.8469
21.8875,20.8461
21.8873,20.8469
21.8859,20.8465
21.8865,20.8473
21.8863,20.8461
21.8847,20.8469
21.8843,20.8465
21.8841,20.8465
21.8833,20.8465
21.8829,20.8463
21.8833,20.8473
21.8827,20.8465
21.8825,20.8471
21.8825,20.8465
21.8823,20.8471
21.8820,20.8471
21.8806,20.8469
21.8804,20.8467
21.8804,20.8473
21.8800,20.8467
21.8800,20.8473
21.8790,20.8469
21.8782,20.8475
21.8788,20.8467
21.8778,20.8463
21.8772,20.8473
21.8776,20.8467
21.8760,20.8473
21.8758,20.8475
21.8770,20.8475
21.8754,20.8475
21.8754,20.8475
21.8756,20.8477
21.8760,20.8471
21.8752,20.8481
21.8746,20.8475
21.8750,20.8467
21.8744,20.8471
21.8750,20.8473
21.8756,20.8465
21.8752,20.8475
21.8750,20.8477
21.8750,20.8479
21.8760,20.8489
21.8748,20.8477
21.8742,20.8471
21.8738,20.8473
21.8730,20.8477
21.8734,20.8463
21.8724,20.8477
21.8718,20.8477
21.8720,20.8479
21.8720,20.8477
21.8714,20.8473
21.8714,20.8469
21.8708,20.8465
21.8706,20.8467
21.8714,20.8467
21.8704,20.8479
21.8702,20.8475
21.8700,20.8475
21.8698,20.8479
21.8685,20.8483
21.8669,20.8475
21.8675,20.8483
21.8667,20.8479
21.8657,20.8471
21.8645,20.8475
21.8651,20.8479
21.8655,20.8477
21.8647,20.8473
21.8647,20.8475
21.8659,20.8483
21.8661,20.8475
21.8665,20.8477
21.8663,20.8483
21.8669,20.8479
21.8669,20.8485
21.8663,20.8483
21.8663,20.8481
21.8671,20.8481
21.8667,20.8481
21.8663,20.8483
21.8667,20.8483
21.8657,20.8489
21.8663,20.8477
21.8653,20.8479
21.8653,20.8483
21.8641,20.8483
21.8641,20.8475
21.8629,20.8477
21.8635,20.8487
21.8629,20.8487
21.8619,20.8475
21.8603,20.8483
21.8619,20.8483
21.8617,20.8491
21.8625,20.8487
21.8633,20.8473
21.8627,20.8483
21.8635,20.8487
21.8637,20.8473
21.8649,20.8481
21.8647,20.8475
21.8655,20.8485
21.8641,20.8479
21.8637,20.8485
21.8635,20.8481
21.8625,20.8483
21.8613,20.8479
21.8603,20.8479
21.8607,20.8481
21.8613,20.8493
21.8605,20.8483
21.8613,20.8487
21.8609,20.8493
21.8609,20.8483
21.8607,20.8479
21.8609,20.8489
21.8595,20.8487
21.8589,20.8483
21.8585,20.8479
21.8575,20.8485
21.8571,20.8483
21.8569,20.8487
21.8564,20.8483
21.8569,20.8487
21.8562,20.8489
21.8552,20.8483
21.8560,20.8489
21.8552,20.8487
21.8548,20.8479
21.8540,20.8477
21.8532,20.8487
21.8522,20.8497
21.8526,20.8497
21.8516,20.8497
21.8514,20.8487
21.8506,20.8483
21.8502,20.8483
21.8494,20.8483
21.8492,20.8487
21.8494,20.8491
21.8490,20.8493
21.8474,20.8497
21.8474,20.8495
21.8468,20.8479
21.8468,20.8491
21.8466,20.8491
21.8472,20.8495
21.8468,20.8491
21.8460,20.8491
21.8460,20.8497
21.8452,20.8495
21.8450,20.8503
21.8442,20.8499
21.8452,20.8499
21.8450,20.8493
21.8433,20.8497
21.8442,20.8501
21.8423,20.8501
21.8431,20.8491
21.8425,20.8497
21.8421,20.8491
21.8425,20.8491
21.8429,20.8497
21.8423,20.8497
21.8421,20.8495
21.8435,20.8499
21.8425,20.8503
21.8433,20.8493
21.8433,20.8487
21.8429,20.8495
21.8433,20.8497
21.8435,20.8505
21.8431,20.8507
21.8437,20.8501
21.8427,20.8493
21.8421,20.8499
21.8417,20.8497
21.8407,20.8489
21.8403,20.8493
21.8407,20.8509
21.8387,20.8501
21.8397,20.8503
21.8397,20.8499
21.8389,20.8503
21.8387,20.8501
21.8393,20.8501
21.8385,20.8503
21.8377,20.8509
21.8369,20.8503
21.8379,20.8501
21.8375,20.8507
21.8381,20.8509
21.8369,20.8503
21.8375,20.8497
21.8387,20.8509
21.8389,20.8505
21.8387,20.8507
21.8377,20.8495
21.8373,20.8503
21.8367,20.8497
21.8367,20.8513
21.8357,20.8507
21.8361,20.8503
21.8347,20.8507
21.8349,20.8495
21.8341,20.8511
21.8341,20.8517
21.8345,20.8517
21.8335,20.8497
21.8327,20.8493
21.8319,20.8509
21.8323,20.8501
21.8317,20.8497
21.8321,20.8501
21.8319,20.8501
21.8319,20.8503
21.8304,20.8509
21.8315,20.8507
21.8317,20.8497
21.8310,20.8503
21.8308,20.8515
21.8306,20.8501
21.8304,20.8497
21.8304,20.8493
21.8294,20.8501
21.8298,20.8501
21.8294,20.8503
21.8296,20.8503
21.8292,20.8497
21.8276,20.8497
21.8280,20.8501
21.8286,20.8503
21.8276,20.8507
21.8278,20.8505
21.8272,20.8501
21.8280,20.8501
21.8276,20.8499
21.8268,20.8501
21.8280,20.8501
21.8282,20.8497
21.8280,20.8505
21.8278,20.8507
21.8284,20.8499
21.8280,20.8513
21.8282,20.8497
21.8286,20.8503
21.8280,20.8507
21.8274,20.8505
21.8276,20.8503
21.8282,20.8505
21.8280,20.8501
21.8274,20.8507
21.8268,20.8511
21.8268,20.8505
21.8270,20.8501
21.8260,20.8511
21.8250,20.8507
21.8254,20.8497
21.8248,20.8505
21.8246,20.8501
21.8248,20.8507
21.8234,20.8503
21.8240,20.8507
21.8240,20.8509
21.8242,20.8509
21.8242,20.8507
21.8248,20.8501
21.8232,20.8509
21.8228,20.8509
21.8238,20.8507
21.8220,20.8507
21.8224,20.8503
21.8222,20.8513
21.8218,20.8503
21.8222,20.8507
21.8218,20.8513
21.8214,20.8513
21.8208,20.8503
21.8216,20.8519
21.8212,20.8511
21.8204,20.8509
21.8212,20.8505
21.8212,20.8511
21.8198,20.8511
21.8204,20.8519
21.8200,20.8517
21.8204,20.8507
21.8200,20.8511
21.8210,20.8503
21.8200,20.8507
21.8194,20.8521
21.8204,20.8515
21.8202,20.8513
21.8200,20.8501
21.8188,20.8515
21.8192,20.8515
21.8196,20.8511
21.8188,20.8513
21.8188,20.8515
21.8183,20.8515
21.8188,20.8515
21.8181,20.8513
21.8171,20.8519
21.8177,20.8513
21.8173,20.8519
21.8171,20.8509
21.8173,20.8513
21.8163,20.8513
21.8159,20.8519
21.8163,20.8517
21.8157,20.8513
21.8163,20.8519
21.8153,20.8511
21.8157,20.8509
21.8147,20.8513
21.8151,20.8521
21.8151,20.8521
21.8145,20.8515
21.8139,20.8517
21.8127,20.8515
21.8137,20.8513
21.8141,20.8513
21.8137,20.8523
21.8147,20.8523
21.8133,20.8513
21.8125,20.8513
21.8127,20.8515
21.8115,20.8521
21.8123,20.8515
21.8109,20.8515
21.8107,20.8521
21.8103,20.8509
21.8099,20.8519
21.8097,20.8515
21.8103,20.8519
21.8087,20.8519
21.8087,20.8521
21.8093,20.8513
21.8089,20.8519
21.8081,20.8521
21.8075,20.8511
21.8079,20.8521
21.8075,20.8515
21.8077,20.8525
21.8069,20.8521
21.8067,20.8519
21.8065,20.8525
21.8054,20.8519
21.8044,20.8519
21.8034,20.8523
21.8030,20.8517
21.8032,20.8519
21.8034,20.8513
21.8044,20.8525
21.8042,20.8529
21.8042,20.8515
21.8048,20.8513
21.8052,20.8519
21.8058,20.8525
21.8071,20.8523
21.8069,20.8525
21.8058,20.8523
21.8058,20.8519
21.8061,20.8527
21.8050,20.8513
21.8054,20.8525
21.8050,20.8521
21.8032,20.8517
21.8042,20.8521
21.8034,20.8515
21.8026,20.8525
21.8020,20.8523
21.8026,20.8525
21.8024,20.8527
21.8018,20.8525
21.8022,20.8525
21.8012,20.8519
21.8006,20.8515
21.8000,20.8527
21.8002,20.8529
21.7998,20.8533
21.7990,20.8521
21.7994,20.8529
21.7990,20.8519
21.7986,20.8529
21.7982,20.8521
21.7984,20.8531
21.7974,20.8525
21.7986,20.8527
21.7984,20.8537
21.7990,20.8533
21.7994,20.8535
21.7992,20.8525
21.7996,20.8523
21.7992,20.8517
21.7978,20.8533
21.7984,20.8527
21.7988,20.8529
21.7974,20.8529
21.7976,20.8533
21.7982,20.8525
21.7976,20.8539
21.7976,20.8535
21.7968,20.8535
21.7970,20.8527
21.7964,20.8529
21.7962,20.8521
21.7952,20.8531
21.7950,20.8535
21.7948,20.8529
21.7956,20.8529
21.7950,20.8527
21.7938,20.8525
21.7950,20.8539
21.7946,20.8535
21.7950,20.8535
21.7936,20.8537
21.7934,20.8531
21.7921,20.8533
21.7917,20.8529
21.7915,20.8521
21.7899,20.8533
21.7901,20.8537
21.7915,20.8529
21.7901,20.8533
21.7893,20.8529
21.7887,20.8531
21.7891,20.8535
21.7885,20.8525
21.7887,20.8539
21.7885,20.8550
21.7899,20.8537
21.7889,20.8537
21.7889,20.8543
21.7889,20.8533
21.7885,20.8535
21.7883,20.8537
21.7889,20.8541
21.7875,20.8541
21.7869,20.8537
21.7869,20.8535
21.7881,20.8543
21.7859,20.8533
21.7865,20.8529
21.7867,20.8537
21.7863,20.8539
21.7857,20.8535
21.7847,20.8535
21.7853,20.8539
21.7847,20.8539
21.7851,20.8537
21.7849,20.8535
21.7837,20.8533
21.7851,20.8535
21.7831,20.8543
21.7835,20.8539
21.7829,20.8543
21.7831,20.8543
21.7833,20.8545
21.7833,20.8537
21.7833,20.8550
21.7819,20.8539
21.7815,20.8545
21.7821,20.8554
21.7813,20.8535
21.7813,20.8547
21.7815,20.8545
21.7811,20.8543
21.7807,20.8535
21.7800,20.8545
21.7794,20.8541
21.7807,20.8545
21.7796,20.8537
21.7792,20.8539
21.7790,20.8545
21.7792,20.8545
21.7800,20.8541
21.7809,20.8552
21.7804,20.8537
21.7809,20.8535
21.7798,20.8547
21.7811,20.8547
21.7802,20.8543
21.7794,20.8550
21.7794,20.8541
21.7798,20.8550
21.7790,20.8539
21.7784,20.8541
21.7782,20.8539
21.7782,20.8547
21.7770,20.8545
21.7774,20.8545
21.7760,20.8537
21.7770,20.8550
21.7778,20.8550
21.7770,20.8552
21.7760,20.8552
21.7770,20.8547
21.7756,20.8539
21.7758,20.8550
21.7750,20.8543
21.7756,20.8543
21.7754,20.8545
21.7758,20.8545
21.7756,20.8537
21.7750,20.8547
21.7750,20.8547
21.7744,20.8545
21.7754,20.8543
21.7748,20.8556
21.7754,20.8541
21.7748,20.8550
21.7734,20.8552
21.7746,20.8545
21.7744,20.8543
21.7738,20.8547
21.7742,20.8560
21.7734,20.8556
21.7736,20.8552
21.7724,20.8550
21.7734,20.8547
21.7722,20.8554
21.7720,20.8558
21.7716,20.8552
21.7714,20.8550
21.7706,20.8554
21.7720,20.8543
21.7714,20.8545
21.7714,20.8545
21.7712,20.8543
21.7714,20.8556
21.7718,20.8552
21.7732,20.8545
21.7718,20.8560
21.7710,20.8545
21.7712,20.8547
21.7708,20.8556
21.7702,20.8545
21.7702,20.8545
21.7704,20.8552
21.7696,20.8556
21.7696,20.8543
21.7696,20.8552
21.7686,20.8547
21.7690,20.8552
21.7688,20.8556
21.7696,20.8556
21.7675,20.8550
21.7682,20.8545
21.7684,20.8556
21.7671,20.8556
21.7678,20.8543
21.7684,20.8560
21.7669,20.8556
21.7682,20.8552
21.7678,20.8556
21.7678,20.8556
21.7684,20.8550
21.7669,20.8552
21.7682,20.8560
21.7675,20.8560
21.7673,20.8554
21.7669,20.8545
21.7663,20.8539
21.7667,20.8554
21.7673,20.8560
21.7669,20.8545
21.7659,20.8558
21.7665,20.8552
21.7659,20.8547
21.7661,20.8556
21.7663,20.8554
21.7655,20.8558
21.7655,20.8556
21.7655,20.8558
21.7645,20.8556
21.7657,20.8556
21.7645,20.8566
21.7647,20.8554
21.7645,20.8562
21.7633,20.8556
21.7637,20.8564
21.7631,20.8564
21.7631,20.8556
21.7639,20.8562
21.7629,20.8564
21.7637,20.8560
21.7645,20.8560
21.7645,20.8560
21.7643,20.8556
21.7645,20.8560
21.7645,20.8564
21.7643,20.8564
21.7645,20.8572
21.7629,20.8566
21.7631,20.8570
21.7621,20.8560
21.7637,20.8554
21.7627,20.8560
21.7629,20.8556
21.7639,20.8562
21.7623,20.8558
21.7625,20.8568
21.7627,20.8556
21.7627,20.8558
21.7635,20.8566
21.7621,20.8558
21.7639,20.8560
21.7643,20.8556
21.7641,20.8564
21.7637,20.8558
21.7627,20.8566
21.7631,20.8564
21.7625,20.8564
21.7617,20.8560
21.7623,20.8560
21.7611,20.8562
21.7607,20.8574
21.7605,20.8556
21.7601,20.8570
21.7603,20.8562
21.7601,20.8560
21.7595,20.8564
21.7593,20.8564
21.7601,20.8560
21.7599,20.8564
21.7603,20.8570
21.7597,20.8554
21.7587,20.8562
21.7591,20.8560
21.7587,20.8556
21.7579,20.8558
21.7583,20.8562
21.7591,20.8562
21.7583,20.8570
21.7587,20.8560
21.7569,20.8562
21.7575,20.8558
21.7575,20.8566
21.7571,20.8554
21.7559,20.8564
21.7573,20.8560
21.7573,20.8560
21.7575,20.8568
21.7559,20.8552
21.7563,20.8558
21.7563,20.8562
21.7561,20.8564
21.7561,20.8562
21.7557,20.8564
21.7555,20.8564
21.7557,20.8564
21.7551,20.8564
21.7551,20.8564
21.7546,20.8560
21.7549,20.8570
21.7542,20.8560
21.7540,20.8558
21.7532,20.8566
21.7528,20.8562
21.7538,20.8574
21.7530,20.8566
21.7526,20.8566
21.7516,20.8568
21.7520,20.8572
21.7516,20.8570
21.7518,20.8558
21.7502,20.8558
21.7504,20.8560
21.7504,20.8566
21.7492,20.8574
21.7498,20.8576
21.7496,20.8566
21.7500,20.8572
21.7486,20.8570
21.7504,20.8568
21.7492,20.8568
21.7500,20.8564
21.7508,20.8566
21.7504,20.8570
21.7508,20.8576
21.7514,20.8574
21.7510,20.8570
21.7510,20.8568
21.7510,20.8576
21.7508,20.8572
21.7504,20.8562
21.7494,20.8568
21.7504,20.8574
21.7498,20.8566
21.7496,20.8568
21.7480,20.8572
21.7498,20.8572
21.7496,20.8576
21.7486,20.8570
21.7492,20.8572
21.7486,20.8572
21.7492,20.8562
21.7488,20.8572
21.7494,20.8572
21.7484,20.8570
21.7490,20.8566
21.7486,20.8570
21.7482,20.8574
21.7468,20.8572
21.7480,20.8558
21.7476,20.8566
21.7472,20.8572
21.7474,20.8566
21.7470,20.8564
21.7466,20.8566
21.7478,20.8568
21.7470,20.8562
21.7478,20.8572
21.7484,20.8566
21.7478,20.8574
21.7490,20.8568
21.7484,20.8574
21.7488,20.8570
21.7490,20.8572
21.7484,20.8576
21.7484,20.8570
21.7486,20.8574
21.7482,20.8580
21.7478,20.8578
21.7478,20.8576
21.7476,20.8578
21.7470,20.8576
21.7474,20.8570
21.7470,20.8576
21.7460,20.8570
21.7470,20.8574
21.7462,20.8568
21.7466,20.8568
21.7462,20.8572
21.7462,20.8570
21.7470,20.8576
21.7458,20.8576
21.7472,20.8582
21.7452,20.8568
21.7448,20.8568
21.7450,20.8566
21.7444,20.8572
21.7446,20.8572
21.7448,20.8566
21.7446,20.8574
21.7442,20.8574
21.7458,20.8570
21.7462,20.8574
21.7462,20.8580
21.7464,20.8572
21.7460,20.8580
21.7476,20.8564
21.7476,20.8572
21.7490,20.8574
21.7494,20.8560
21.7500,20.8572
21.7508,20.8572
21.7502,20.8580
21.7518,20.8576
21.7522,20.8556
21.7522,20.8568
21.7524,20.8572
21.7526,20.8566
21.7524,20.8564
21.7530,20.8572
21.7528,20.8570
21.7538,20.8568
21.7536,20.8564
21.7553,20.8566
21.7551,20.8568
21.7546,20.8570
21.7530,20.8566
21.7520,20.8572
21.7512,20.8570
21.7512,20.8574
21.7498,20.8572
21.7508,20.8568
21.7506,20.8578
21.7512,20.8568
21.7522,20.8562
21.7540,20.8572
21.7542,20.8566
21.7549,20.8566
21.7538,20.8562
21.7544,20.8568
21.7526,20.8572
21.7530,20.8568
21.7524,20.8568
21.7528,20.8566
21.7526,20.8564
21.7524,20.8566
21.7514,20.8566
21.7520,20.8556
21.7506,20.8566
21.7510,20.8576
21.7510,20.8568
21.7514,20.8580
21.7514,20.8564
21.7506,20.8564
21.7510,20.8570
21.7512,20.8576
21.7518,20.8566
21.7526,20.8564
21.7536,20.8564
21.7546,20.8562
21.7551,20.8574
21.7553,20.8566
21.7553,20.8568
21.7559,20.8562
21.7569,20.8566
21.7573,20.8568
21.7577,20.8558
21.7587,20.8566
21.7581,20.8552
21.7579,20.8568
21.7577,20.8564
21.7567,20.8564
21.7565,20.8568
21.7573,20.8578
21.7575,20.8568
21.7567,20.8572
21.7567,20.8576
21.7567,20.8574
21.7549,20.8582
21.7520,20.8580
21.7512,20.8572
21.7512,20.8568
21.7522,20.8574
21.7530,20.8568
21.7536,20.8572
21.7532,20.8574
21.7512,20.8584
21.7492,20.8564
21.7476,20.8570
21.7476,20.8572
21.7492,20.8576
21.7498,20.8580
21.7496,20.8576
21.7496,20.8556
21.7498,20.8568
21.7518,20.8564
21.7520,20.8574
21.7524,20.8572
21.7530,20.8570
21.7532,20.8564
21.7538,20.8570
21.7540,20.8574
21.7555,20.8568
21.7559,20.8564
21.7549,20.8564
21.7555,20.8572
21.7557,20.8574
21.7553,20.8568
21.7557,20.8564
21.7561,20.8568
21.7555,20.8564
21.7565,20.8570
21.7557,20.8564
21.7563,20.8562
21.7563,20.8576
21.7561,20.8570
21.7563,20.8576
21.7544,20.8576
21.7549,20.8574
21.7557,20.8580
21.7561,20.8576
21.7573,20.8574
21.7577,20.8586
21.7573,20.8568
21.7565,20.8568
21.7557,20.8574
21.7565,20.8572
21.7557,20.8580
21.7571,20.8580
21.7571,20.8574
21.7557,20.8568
21.7557,20.8576
21.7571,20.8570
21.7579,20.8568
21.7593,20.8576
21.7603,20.8580
21.7601,20.8580
21.7587,20.8578
21.7589,20.8572
21.7571,20.8566
21.7565,20.8574
21.7567,20.8574
21.7553,20.8562
21.7563,20.8568
21.7583,20.8576
21.7583,20.8560
21.7599,20.8584
21.7617,20.8572
21.7617,20.8576
21.7631,20.8564
21.7633,20.8568
21.7629,20.8580
21.7645,20.8570
21.7651,20.8578
21.7655,20.8574
21.7655,20.8568
21.7647,20.8570
21.7659,20.8568
21.7649,20.8564
21.7641,20.8576
21.7619,20.8566
21.7609,20.8572
